,Unnamed: 0,F0semitoneFrom27.5Hz_sma3nz_amean,F0semitoneFrom27.5Hz_sma3nz_stddevNorm,F0semitoneFrom27.5Hz_sma3nz_percentile20.0,F0semitoneFrom27.5Hz_sma3nz_percentile50.0,F0semitoneFrom27.5Hz_sma3nz_percentile80.0,F0semitoneFrom27.5Hz_sma3nz_pctlrange0-2,F0semitoneFrom27.5Hz_sma3nz_meanRisingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevRisingSlope,F0semitoneFrom27.5Hz_sma3nz_meanFallingSlope,F0semitoneFrom27.5Hz_sma3nz_stddevFallingSlope,loudness_sma3_amean,loudness_sma3_stddevNorm,loudness_sma3_percentile20.0,loudness_sma3_percentile50.0,loudness_sma3_percentile80.0,loudness_sma3_pctlrange0-2,loudness_sma3_meanRisingSlope,loudness_sma3_stddevRisingSlope,loudness_sma3_meanFallingSlope,loudness_sma3_stddevFallingSlope,spectralFlux_sma3_amean,spectralFlux_sma3_stddevNorm,mfcc1_sma3_amean,mfcc1_sma3_stddevNorm,mfcc2_sma3_amean,mfcc2_sma3_stddevNorm,mfcc3_sma3_amean,mfcc3_sma3_stddevNorm,mfcc4_sma3_amean,mfcc4_sma3_stddevNorm,jitterLocal_sma3nz_amean,jitterLocal_sma3nz_stddevNorm,shimmerLocaldB_sma3nz_amean,shimmerLocaldB_sma3nz_stddevNorm,HNRdBACF_sma3nz_amean,HNRdBACF_sma3nz_stddevNorm,logRelF0-H1-H2_sma3nz_amean,logRelF0-H1-H2_sma3nz_stddevNorm,logRelF0-H1-A3_sma3nz_amean,logRelF0-H1-A3_sma3nz_stddevNorm,F1frequency_sma3nz_amean,F1frequency_sma3nz_stddevNorm,F1bandwidth_sma3nz_amean,F1bandwidth_sma3nz_stddevNorm,F1amplitudeLogRelF0_sma3nz_amean,F1amplitudeLogRelF0_sma3nz_stddevNorm,F2frequency_sma3nz_amean,F2frequency_sma3nz_stddevNorm,F2bandwidth_sma3nz_amean,F2bandwidth_sma3nz_stddevNorm,F2amplitudeLogRelF0_sma3nz_amean,F2amplitudeLogRelF0_sma3nz_stddevNorm,F3frequency_sma3nz_amean,F3frequency_sma3nz_stddevNorm,F3bandwidth_sma3nz_amean,F3bandwidth_sma3nz_stddevNorm,F3amplitudeLogRelF0_sma3nz_amean,F3amplitudeLogRelF0_sma3nz_stddevNorm,alphaRatioV_sma3nz_amean,alphaRatioV_sma3nz_stddevNorm,hammarbergIndexV_sma3nz_amean,hammarbergIndexV_sma3nz_stddevNorm,slopeV0-500_sma3nz_amean,slopeV0-500_sma3nz_stddevNorm,slopeV500-1500_sma3nz_amean,slopeV500-1500_sma3nz_stddevNorm,spectralFluxV_sma3nz_amean,spectralFluxV_sma3nz_stddevNorm,mfcc1V_sma3nz_amean,mfcc1V_sma3nz_stddevNorm,mfcc2V_sma3nz_amean,mfcc2V_sma3nz_stddevNorm,mfcc3V_sma3nz_amean,mfcc3V_sma3nz_stddevNorm,mfcc4V_sma3nz_amean,mfcc4V_sma3nz_stddevNorm,alphaRatioUV_sma3nz_amean,hammarbergIndexUV_sma3nz_amean,slopeUV0-500_sma3nz_amean,slopeUV500-1500_sma3nz_amean,spectralFluxUV_sma3nz_amean,loudnessPeaksPerSec,VoicedSegmentsPerSec,MeanVoicedSegmentLengthSec,StddevVoicedSegmentLengthSec,MeanUnvoicedSegmentLength,StddevUnvoicedSegmentLength,equivalentSoundLevel_dBp,target,intensity
0,0,0.138211537821273,0.2094387373176061,0.1373263939260033,0.1200371443774448,0.1653859819783988,0.285297985486086,0.0925334799738361,0.0564319785163188,0.2086215776160762,0.004496764908518,0.0396324784395982,0.7004648536616885,0.0059344429374155,0.0041715788035261,0.0425017746529955,0.0434792202560041,0.0582077201134709,0.0399008616462426,0.0872611628531336,0.0735386078310752,0.0176242278473546,0.4652020308670105,0.6004674758770461,0.3560566369901402,0.7110992882573517,0.0987231767612046,0.6523026289101338,0.6096068045466106,0.7688751731004293,0.6085068767648458,0.2455729242175986,0.2699223331742866,0.5067209358333201,0.4119990099988277,0.2712927502501839,0.2739064808955763,0.3620847270873289,0.2694287230886137,0.5837571851172091,0.5019566574219894,0.1820563976757274,0.8388161913498193,0.5389455025788733,0.4184556695680133,0.5033064195151506,0.5110272609558324,0.1612876465292738,0.6573895178294852,0.5354102310390723,0.138342824049247,0.4751313949319498,0.5268226605168056,0.2268451642435813,0.6928744836533687,0.3404181539136844,0.1161802571493071,0.4467026824805169,0.5829345106881934,0.3464999931690863,0.0459809658343896,0.5351493008359056,0.2222848841528225,0.5136883761692093,0.4002794169424354,0.6340793501821591,0.9165906284616652,0.0290366844188747,0.248083266975995,0.7888357600767281,0.8486028081688829,0.6896776067660984,0.4840999846715536,0.6672991699534301,0.2784492029525042,0.7984390837838917,0.2314863972456432,0.7000105600120152,0.2598632260254768,0.6381484045395258,0.6594166591807111,0.0074291935623603,0.3478567898505749,0.2022883514415291,0.1869918719512195,0.2453098835302639,0.2498668015374965,0.5056538585087761,0.3304939465383696,1,1
1,1,0.1625624784034749,0.2080605268629128,0.1759287966416119,0.1492204874283814,0.18025693689996,0.2365675302125984,0.0734305734964897,0.0089761990386528,0.1992467728981612,0.0051616336941092,0.0414880873092345,0.6940984186676004,0.0103155516085984,0.0073154812776745,0.0426061784986312,0.0433257839448448,0.055274504285028,0.0334150046534417,0.0832341677136842,0.0764503455695018,0.0179420236115993,0.4786588353614512,0.6071638739154807,0.3555770905425278,0.6922579924678274,0.0987402320338868,0.7405374977394288,0.6095729320801816,0.7666418299830285,0.6085292869163513,0.1268106468912311,0.2376863303349672,0.6224551890171632,0.2931016526399539,0.3395978738606062,0.2665879003701443,0.4091841968355426,0.2687609858900972,0.6302459422701664,0.5018041273467576,0.2273613328836263,0.8283214239841391,0.5178490690952037,0.4147257307464735,0.4990250041256303,0.5199778321785519,0.2196920826383024,0.7165071870259313,0.5097840124888926,0.1096469832301879,0.4799664962078291,0.530338138107877,0.2574419510172134,0.6616180764462413,0.3327284073528784,0.1950021253110553,0.4523199375340951,0.5845560618898247,0.32486903540839,0.045994709266094,0.5295231412963051,0.2210855282393128,0.5263420556755002,0.3995645702230477,0.6434103665245171,0.9171511036832074,0.0292739337220907,0.2875392959436911,0.7498336916935955,0.8487116893147933,0.721250041534663,0.4837565775703668,0.7020724655803718,0.2783084790585922,0.7572889765483579,0.2329280806106575,0.699952419067084,0.2619109355913854,0.5988426037325922,0.725180555628806,0.0067505704319497,0.4455480724542208,0.2929398159723043,0.1387195121951219,0.0971094322761855,0.2469365994540647,0.5109159382288598,0.3430276738127872,1,1
2,2,0.136129867157734,0.2079122161060433,0.1550587498646151,0.1152722844236681,0.1651937476588437,0.2480283569895728,0.1344337293003033,0.1272590223366985,0.2007011804816094,0.006072999097266,0.0490920769036315,0.7207202070431057,0.0096442285179815,0.0028672451040454,0.0500351554556385,0.0509368258818537,0.0749433916207721,0.0740690678649311,0.075638530190055,0.0765223724399676,0.0224617381393056,0.4380158353655458,0.6312513264539875,0.3556205150319807,0.7105547918402599,0.0988036321644241,0.6900580603658213,0.6095810844903636,0.735541259694562,0.6086471140963207,0.3059807531896595,0.5308485692138906,0.574618456250623,0.4240298084629464,0.303973534851371,0.2715386957434729,0.3730444862697079,0.2714721258580466,0.6042487487812663,0.502298260864873,0.1122981390801074,0.7239136391357738,0.6922904688861579,0.2759415083054219,0.5322179552089981,0.4764077329168235,0.1250003315892143,0.539130644961237,0.6266046762191908,0.1196754139661736,0.5253439638730684,0.4812206292420694,0.1732090316625587,0.5438071616740864,0.395195899790508,0.2635474617939354,0.4946144233734717,0.5430787713200146,0.3245245639460287,0.0460065674232874,0.568588382073179,0.2172369591686784,0.5203928160015197,0.3992349955538516,0.5629499859955884,0.9184285605387018,0.0331643206846388,0.2763740551590222,0.8065446904277112,0.8486178760075069,0.70846729407914,0.484024293194432,0.6440511268251989,0.2784401518273449,0.7022482643143715,0.2182775355822888,0.7219992133136578,0.2279199888835338,0.6230488273385053,0.7808729958569451,0.0123457861393069,0.3569291403098534,0.1123395800775128,0.3140243902439024,0.1891891994156324,0.32995913637489,0.4360455466488173,0.3743469468425883,1,1
3,3,0.1383428813274249,0.1910867993908345,0.1573352935103265,0.1352528268562666,0.1565242554961731,0.224922308763019,0.1143680883889155,0.0637929211843664,0.2085963653696299,0.0055107568758796,0.0471721782951496,0.7800572719926254,0.0165591883545329,0.004947675531236,0.0498732872484491,0.0503617392307725,0.0514383350569023,0.0470917093234491,0.0744918437772704,0.0643964345941479,0.0207043241267384,0.4823237395749796,0.6771709953428685,0.3541990977709828,0.6962013312609039,0.0988526326119903,0.6632867474653469,0.6095931891858053,0.743216098279401,0.608577241538785,0.2122369726198238,0.3252763877847154,0.574367076945258,0.4180257818701618,0.3114976867290203,0.2666407817358555,0.2991452185598698,0.2752840815986359,0.6092469026586406,0.5019553417050524,0.1379427571129541,0.8434674620726277,0.6188881202797979,0.3152644776524371,0.5310740049545559,0.4875748559070871,0.1355020634495358,0.7562524634341038,0.5748607070158156,0.1273192322942648,0.4986944551497356,0.5090554042119657,0.1748736360152927,0.7142077187224843,0.3822059073589172,0.1116744990544183,0.4652486475957065,0.573252817931931,0.3115055329016095,0.045941230905119,0.5803452834921916,0.2657157324515281,0.4783854560525096,0.4009607144585712,0.6207791575008672,0.917117514718108,0.0313236810256573,0.3178433195574734,0.7861625604080912,0.8487815468144184,0.7301856653133896,0.4837001066248896,0.6634463108208388,0.2783712583241516,0.7497299642840525,0.2336129805804806,0.7039455712826643,0.2613686696324899,0.6317270859118148,0.7004382980161943,0.0137959257053754,0.3806179225926009,0.2179214122270629,0.1849593292682927,0.2890530318407044,0.2264251614283788,0.4688851058563454,0.3671415550279002,1,1
4,4,0.1552961063384609,0.2404259868548636,0.1567133454320286,0.1405526408069543,0.1911382039846267,0.2995738677746561,0.136723890794119,0.1168951121909155,0.2093085629164771,0.0137540450554558,0.0285858162609405,0.5989857183802275,0.0092419739961973,0.0059897855515093,0.029951423084686,0.0304923874464443,0.0531749687877634,0.0450792681366318,0.0328166619299442,0.028147605850233,0.0108918871335997,0.413436643231636,0.6551684640632327,0.355088507097853,0.7333793742462538,0.0987278987005524,0.6693466484791557,0.6095906370729154,0.771069755132491,0.6085199303993774,0.2722224852989779,0.5728237812294591,0.5987665096130265,0.5011430552501718,0.3746613506566777,0.265602239769667,0.4015528434786675,0.2687851173979365,0.7271963962992558,0.5019054422842676,0.1281947068568061,0.7244482128584,0.5933738013472388,0.3146383766626496,0.4350773472547484,0.5674607509718119,0.1009039242558593,0.4704447485786555,0.6320691177027955,0.2271579021876612,0.4022691189355258,0.5924876035029558,0.1635180556571378,0.5361386913097017,0.3520305082226473,0.2535025879043181,0.3755952711255077,0.6437100875222548,0.2679136171531271,0.0460275905820305,0.6339618992609757,0.2203497183642577,0.5102129933316324,0.3993161387122398,0.5708001846573321,0.9187398924033198,0.0186113245706067,0.2586572653955766,0.8356233462316532,0.8484403526299489,0.7395021815657946,0.4836425778376469,0.6608554390300414,0.2784360008349121,0.8003169522845228,0.2314840294094344,0.662342322550417,0.2942738504064038,0.6589613876641744,0.6353959064691019,0.0128434795880987,0.5949611795472572,0.3593105327719602,0.0926829268292682,0.125591665167117,0.1727046629231189,0.4646456216531284,0.2754282340381699,2,1
5,5,0.1235192474264915,0.21940100569205,0.1368866047837696,0.1000606481733262,0.1302138809817007,0.2116706337259129,0.1053505777570989,0.05557628968823,0.2068393237245873,0.0031999927254206,0.0293253242769262,0.5966305992418376,0.0046395543213064,0.016495797060648,0.0292329762130821,0.0300331478778507,0.0301991597791254,0.0395272479029608,0.037790378890312,0.0345745538399693,0.0110604156206133,0.482182883711825,0.7201793401045651,0.3545831245326576,0.7102949407604738,0.0988305433445124,0.6461999700597001,0.6095936468896392,0.7939657661945275,0.6084822681231182,0.1897405765844081,0.4029755251993021,0.4003796996020297,0.5560871187462015,0.3544801400032036,0.2659579543039893,0.3694154542168387,0.2694028608788998,0.7229182483132855,0.501002898016838,0.047147071814374,0.5906018144004088,0.6372361468814388,0.2607857430708149,0.5361986810245796,0.4886386459419898,0.0693367516363023,0.4518081155775965,0.664003092619206,0.1512870077542989,0.4982221678575698,0.5228721905092747,0.0904283811280071,0.4409270383575895,0.3847242164999863,0.1741358001121668,0.4623077970576017,0.5886428906654505,0.2262054497810065,0.0460807606620157,0.7009765071794751,0.1841857879439821,0.4625748452505255,0.4014986139594826,0.6026491160920859,0.91903059268189,0.0158440608401464,0.4659831061986599,0.8527548596456487,0.8484416530594533,0.7706395661643715,0.4837170464102323,0.6077487036753375,0.2785242284137612,0.8485871923739315,0.230894201136356,0.7052325501231185,0.2560415902032401,0.6936172223435626,0.6967347601867284,0.009407017741257,0.382762475231077,0.3506231478868378,0.123170737804878,0.1503285919096536,0.1982951651674414,0.4685579833884006,0.2830849175896845,2,1
6,6,0.1462282056246697,0.5866152926067338,0.1498576881729658,0.1095634287175796,0.1156922804597651,0.1539301282378413,0.2610395014254915,0.1817953093544921,0.2085342313003754,0.0107650265666441,0.0479476307772472,0.5623417941938685,0.0082505339354133,0.0076788688372669,0.0497241595615673,0.0507025343535926,0.0431344429533785,0.0283653438399922,0.0425689558923354,0.0277282238823607,0.0174956588809097,0.3643779343752845,0.6760001903747916,0.355668403652388,0.7159028567405904,0.0988234076069643,0.6714486198018967,0.6095930448093785,0.7563694718255976,0.6085588998738275,0.0839824909347279,0.250371370485396,0.3570722286749902,0.4552064774547039,0.3866374206870383,0.2605322376838623,0.3766508362184717,0.2693586937682776,0.5728564398820591,0.5057193532068702,0.1101002240760491,0.7703602501740457,0.6370761437358342,0.2594657207701103,0.5931383364612708,0.4412181593861385,0.0831092795060743,0.6325624697205652,0.6471860464143784,0.1161992103091467,0.5660312145362618,0.4602440639140515,0.1569463871037197,0.636365551477588,0.3336225391083635,0.2046954017772794,0.5314963281356901,0.5281352454193259,0.3457321767562366,0.045808632798087,0.5421767244773019,0.3221437262425486,0.427973991940198,0.4010708005249967,0.6033276473308294,0.9185032981999692,0.0217893599855449,0.225758443452068,0.8246572776354382,0.8488121202664441,0.6995260927341315,0.4842433218354031,0.6369597243245642,0.2785448613198759,0.751795785365067,0.2334125788183648,0.7305118367730815,0.2255229405648968,0.6234974882556982,0.712479843037884,0.0175560682316522,0.404883611396017,0.3631420242265975,0.1341463414634146,0.2097408978238323,0.1760255847941992,0.4693790346097401,0.3433975496413566,2,1
7,7,0.1155238865782559,0.1358811261402335,0.1560692699166048,0.1125139012571712,0.1105186169539097,0.1300527233493874,0.1109785752735574,0.1013888408689007,0.2102780231586094,0.0172787677080332,0.0472769850509404,0.5774256444624014,0.0134596976404546,0.0065962028952424,0.0498489748733295,0.0505207867826163,0.0435130401497297,0.0408876549573176,0.0547933453083134,0.0688781466403146,0.0165939214618281,0.3521199645832517,0.7338588970248651,0.3545190569507002,0.7125763033888114,0.0987903656756187,0.6835183032329505,0.6095827961180049,0.7713570506898512,0.6084876499075128,0.1021484702528889,0.3640021901167982,0.2691620392200854,0.4508826129259061,0.3866239433694473,0.2632493007316108,0.3900483943315038,0.2710374769701549,0.6119685694461177,0.5069858021535978,0.0942058497543294,0.8081132394749068,0.6525765889842442,0.3055523215217836,0.58326143524954,0.4491384927180742,0.0762162029200588,0.5751540395018748,0.6329170125717971,0.1247310845891825,0.5505534056090684,0.472596091299156,0.153436488494767,0.5932123542087953,0.3060058386798015,0.1365072180886256,0.5136524787368768,0.5429517122379862,0.3013451139326484,0.0460866365730276,0.6134804232402353,0.1752583784196847,0.4225674095959097,0.3995375156232058,0.6039251995619059,0.9185287377749768,0.0217274025977934,0.286126000369316,0.8712862747573722,0.8483562439332268,0.6959650733744004,0.4840274347976044,0.6383512088854444,0.2784454596840474,0.7708420978441708,0.2320226924041678,0.6911174634989351,0.251477805852206,0.6117419624388003,0.6452188779574244,0.0129224610576169,0.3116396572304988,0.1882140445821886,0.2357723536585366,0.1534813704584524,0.2396110971756933,0.4826138759848146,0.3524099549497241,2,1
8,8,0.0887164237673777,0.1309737590242921,0.1237527809302202,0.0745312890189858,0.0822508098376688,0.1373234290789885,0.1576752166546606,0.0853054906173309,0.202479353658359,0.0042312523444319,0.0256785774800578,0.4467840065594367,0.005301694949155,0.0234910473913886,0.0275100211677189,0.0282379346134056,0.0198064261541148,0.0233796359669795,0.0310784261702523,0.0233079372117848,0.0076205468997251,0.2768827333992768,0.7041851782648395,0.3545822293106075,0.7202616006775788,0.0987893098424472,0.6576167377268979,0.6095953741381425,0.7840261434965873,0.6085221472047037,0.0844757815275853,0.2243160794557293,0.4017002948658279,0.5842012846009926,0.3980094302601968,0.2592788300746151,0.300339766780587,0.2757909343319253,0.6069445431122932,0.5017087221698414,0.0395199901616233,0.6061870644418628,0.6194240871008659,0.3142625531251399,0.5460496756101811,0.4875162479321913,0.0319318001773458,0.3990377155869254,0.6722321466323127,0.2124149867123945,0.505924914539374,0.520829115272597,0.0515874653654635,0.4566735232412992,0.3162367237556432,0.0681462306556379,0.4755702755425466,0.5790401193019374,0.2290465071618616,0.046046380154245,0.6721025892536647,0.2117363616491469,0.3851424055793486,0.4066380559939491,0.5820483796908439,0.9188450428626764,0.0098895526622336,0.2690471201554213,0.8288531613061407,0.8485094164018782,0.77961851853776,0.483551599616818,0.6224913932574578,0.2785020849646841,0.8369570679613416,0.2310582411902824,0.684572283150614,0.2567785783008794,0.6872655201447528,0.6634228054168287,0.0103279756107133,0.4557287472290593,0.3387921252459626,0.1317073109756097,0.1630390790831934,0.1580536407851283,0.4607859042283808,0.238363033283117,2,2
9,9,0.1256570273031794,0.1657629193921577,0.1540186084150997,0.1060922438405288,0.1353410814450696,0.1869227960906237,0.1248726148660931,0.1081278673425868,0.2107862463521263,0.0091712778479311,0.0298993144451213,0.3255331107825802,0.0073549344982093,0.0533485179974972,0.0288973855355298,0.029530087748666,0.0352547116450836,0.0466080724155291,0.028003515511076,0.0228312389183351,0.0093874353483447,0.2206126099144668,0.6836573112733606,0.3550983752738029,0.6787815140520976,0.0990066903649588,0.6499417224099744,0.6095906539887327,0.7623024004864946,0.6085668844846218,0.173465684598661,0.3100135903243923,0.3879341768532213,0.5748782243148741,0.3802391025814368,0.2639262569514446,0.3029528706983233,0.2764743142867211,0.6162520653700133,0.5027098514869716,0.0367535462500584,0.6300538540309212,0.6997414194284987,0.3156086265365978,0.4849503659267764,0.5355705484052341,0.0,0.3301603206625273,0.7019278490186913,0.1058028935472203,0.4526739949588036,0.5611098120693943,0.0370668794964319,0.3875439829704634,0.3754355486720399,0.1794579863100864,0.4232531043180283,0.6161732014292044,0.2282919005691025,0.0460391909887223,0.6729036222761606,0.1869660876519824,0.4369302590275402,0.4012879611870695,0.555583388380984,0.918898388104962,0.012481426871719,0.2412885342702433,0.879089428393918,0.8480424784397776,0.7300587615880186,0.4836704850161002,0.619472978159362,0.2785139677983052,0.7972467907378705,0.23158123414024,0.73224747297662,0.2021658755865931,0.6808396769633169,0.6156825682773186,0.0164658421368226,0.392195097784304,0.3842881287427961,0.1016260121951219,0.1358420073428112,0.1535885723390456,0.4203692881348662,0.2547687794500539,2,2
